sector,market_cap,country,industry,p_e,n,volume,price,ticker,company,change
Financial,28.58B,USA,Property & Casualty Insurance,11.01,218,"1,097,138",68.15,ALL,The Allstate Corporation,0.93%
Financial,70.24M,USA,Money Center Banks,35.57,219,0,17.43,ALLB,Alliance Bancorp Inc of Pennsylvania,0.00%
Technology,5.16B,USA,Scientific & Technical Instruments,32.64,220,"343,203",53.85,ALLE,Allegion plc Ordinary Shares,1.49%
Consumer Goods,2.69B,Chile,Beverages - Soft Drinks,19.38,196,"109,168",18.41,AKO-B,Embotelladora Andina S.A.,-0.32%
Financial,-,USA,Closed-End Fund - Debt,-,197,"39,819",13.45,AKP,Alliance California Municipal I,0.30%
Financial,2.05B,USA,Property Management,27.55,198,"111,840",31.96,AKR,Acadia Realty Trust,-0.22%
Healthcare,4.32B,USA,Drugs - Generic,210.89,199,"691,838",40.07,AKRX,"Akorn, Inc.",2.27%
Basic Materials,1.05B,USA,Steel & Iron,-,200,"16,102,768",5.92,AKS,AK Steel Holding Corporation,-9.20%
Healthcare,38.65B,USA,Biotechnology,81.21,238,"576,622",194.90,ALXN,"Alexion Pharmaceuticals, Inc.",0.09%
Basic Materials,4.37B,USA,Oil & Gas Pipelines,-,239,"162,206",27.69,AM,Antero Midstream Partners LP,-1.00%
Healthcare,821.75M,USA,Diagnostic Substances,-,240,"258,547",37.20,AMAG,"AMAG Pharmaceuticals, Inc.",0.11%
Technology,1.14B,China,Application Software,-,241,0,20.90,AMAP,AutoNavi Holdings Limited,0.00%
Technology,29.30B,USA,Semiconductor Equipment & Materials,29.69,242,"9,712,428",24.05,AMAT,"Applied Materials, Inc.",0.75%
Technology,1.63B,USA,Semiconductor Equipment & Materials,59.14,243,"1,674,183",55.00,AMBA,"Ambarella, Inc.",0.27%
Financial,1.11B,USA,Surety & Title Insurance,12.53,244,"164,666",24.56,AMBC,"Ambac Financial Group, Inc.",-1.44%
Financial,-,USA,Exchange Traded Fund,-,261,"1,643,129",48.72,AMJ,JPMorgan Alerian MLP ETN,-5.08%
Technology,300.19M,USA,Application Software,-,245,"35,794",11.80,AMBR,"Amber Road, Inc.",-1.75%
Services,2.55B,USA,"Movie Production, Theaters",6.60,246,"58,624",26.22,AMC,"AMC Entertainment Holdings, Inc.",-0.76%
Technology,465.24M,USA,Semiconductor - Integrated Circuits,-,247,"541,269",5.91,AMCC,Applied Micro Circuits Corporation,-3.90%
Basic Materials,17.53M,China,Oil & Gas Equipment & Services,-,248,"16,902",1.71,AMCF,Andatee China Marine Fuel Services Corporation,-2.29%
Services,185.95M,China,Marketing Services,-,249,"811,651",3.12,AMCN,AirMedia Group Inc.,6.48%
Services,10.58M,USA,Basic Materials Wholesale,-,250,"41,400",0.19,AMCO,"Armco Metals Holdings, Inc",-0.21%
Services,4.68B,USA,Broadcasting - TV,21.27,251,"243,862",64.86,AMCX,AMC Networks Inc.,1.33%
Technology,2.16B,USA,Semiconductor - Broad Line,39.86,252,"5,664,961",2.79,AMD,"Advanced Micro Devices, Inc.",-1.76%
Healthcare,11.70M,USA,Medical Appliances & Equipment,-,253,"123,290",0.85,AMDA,Amedica Corporation,-9.57%
Industrial Goods,12.53B,USA,Diversified Machinery,22.16,254,"727,858",50.96,AME,Ametek Inc.,-1.43%
Healthcare,848.52M,USA,Home Health Care,-,255,"79,915",25.42,AMED,Amedisys Inc.,-1.43%
Financial,11.31B,USA,Asset Management,27.59,256,"171,359",203.59,AMG,Affiliated Managers Group Inc.,0.21%
Healthcare,125.75B,USA,Biotechnology,26.03,257,"1,794,842",165.31,AMGN,Amgen Inc.,0.36%
Financial,3.64B,USA,REIT - Residential,-,258,"440,199",17.20,AMH,American Homes 4 Rent,-0.46%
Financial,84.92M,USA,Accident & Health Insurance,22.36,259,250,10.51,AMIC,American Independence Corp.,-7.40%
Technology,1.59B,USA,Semiconductor - Integrated Circuits,9.99,262,"1,127,205",6.69,AMKR,"Amkor Technology, Inc.",-4.70%
Financial,-,USA,Exchange Traded Fund,-,263,"5,672,104",18.10,AMLP,Alerian MLP ETF,-3.42%
Financial,184.87M,USA,Regional - Mid-Atlantic Banks,14.27,264,"17,547",23.55,AMNB,American National Bankshares Inc.,-2.65%
Industrial Goods,201.03M,USA,Industrial Electrical Equipment,19.27,265,"20,743",21.78,AMOT,Allied Motion Technologies Inc.,2.78%
Financial,24.32B,USA,Asset Management,17.43,266,"368,442",131.77,AMP,"Ameriprise Financial, Inc.",-0.32%
Healthcare,176.66M,USA,Biotechnology,-,267,"323,901",3.40,AMPE,"Ampio Pharmaceuticals, Inc.",-7.61%
Healthcare,465.70M,USA,Drug Manufacturers - Other,-,268,"37,645",10.43,AMPH,"Amphastar Pharmaceuticals, Inc.",-1.70%
Financial,-,USA,Exchange Traded Fund,-,269,0,51.20,AMPS,iShares Utilities Bond,0.00%
Financial,75.64M,USA,Regional - Pacific Banks,19.08,270,0,9.35,AMRB,American River Bankshares,0.00%
Services,357.36M,USA,Technical Services,110.14,271,"58,176",7.71,AMRC,"Ameresco, Inc.",-5.05%
Financial,524.08M,USA,Property Management,110.96,272,"176,779",26.63,AMRE,"AmREIT, Inc.",0.49%
Healthcare,530.56M,USA,Biotechnology,180.78,273,"265,056",16.27,AMRI,Albany Molecular Research Inc.,2.65%
Financial,66.12M,USA,Investment Brokerage - National,10.11,274,"3,700",9.50,AMRK,"A-Mark Precious Metals, Inc.",-0.63%
Healthcare,224.61M,Ireland,Drug Manufacturers - Other,-,275,"880,825",1.29,AMRN,Amarin Corporation plc,2.38%
Basic Materials,218.21M,USA,Specialty Chemicals,-,276,"145,925",2.76,AMRS,"Amyris, Inc.",-8.31%
Healthcare,13.57M,USA,Specialized Health Services,-,277,"1,200",2.54,AMS,American Shared Hospital Services,1.85%
Basic Materials,352.21M,USA,Oil & Gas Pipelines,-,260,"74,811",22.32,AMID,"American Midstream Partners, LP",-6.22%
Industrial Goods,85.20M,USA,Industrial Electrical Equipment,-,278,"308,521",0.99,AMSC,American Superconductor Corporation,-3.43%
Financial,784.61M,USA,Property & Casualty Insurance,14.53,279,"92,671",41.69,AMSF,"Amerisafe, Inc.",-2.46%
Healthcare,2.48B,USA,Hospitals,41.59,280,"123,993",51.57,AMSG,AmSurg Corp.,-0.56%
Technology,256.41M,USA,Application Software,25.19,281,"34,822",9.07,AMSWA,"American Software, Inc.",-1.84%
Financial,41.63B,USA,REIT - Diversified,57.38,282,"922,613",105.01,AMT,American Tower Corporation,0.30%
Financial,18.95B,USA,Investment Brokerage - National,24.37,283,"753,455",34.61,AMTD,TD Ameritrade Holding Corporation,0.46%
Financial,529.63M,USA,REIT - Residential,6.88,284,"110,345",16.52,AMTG,"Apollo Residential Mortgage, Inc.",0.00%
Basic Materials,115.06M,USA,Specialty Chemicals,8.45,285,"23,540",5.58,AMTX,"Aemetis, Inc.",-3.79%
Financial,-,USA,Exchange Traded Fund,-,286,"38,812",30.68,AMU,UBS ETRACS Alerian MLP ETN,-5.37%
Consumer Goods,619.36M,USA,Home Furnishings & Fixtures,27.28,287,"82,926",39.83,AMWD,American Woodmark Corp.,-1.09%
Technology,80.69B,Mexico,Wireless Communications,16.13,288,"1,330,719",23.71,AMX,America Movil S.A.B. de C.V.,-1.33%
Financial,-,USA,Exchange Traded Fund,-,289,"3,220",24.16,AMZA,InfraCap MLP ETF,-3.55%
Basic Materials,28.65M,USA,Independent Oil & Gas,-,290,"449,663",0.94,AMZG,American Eagle Energy Corporation,-24.81%
Services,156.79B,USA,Catalog & Mail Order Houses,-,291,"3,051,648",338.64,AMZN,Amazon.com Inc.,1.52%
Services,6.73B,USA,Auto Dealerships,17.43,292,"555,774",59.44,AN,AutoNation Inc.,1.21%
Healthcare,1.48B,USA,Biotechnology,33.15,293,"190,849",34.48,ANAC,"Anacor Pharmaceuticals, Inc.",-1.65%
Technology,69.28M,USA,Semiconductor - Integrated Circuits,-,294,"214,427",0.80,ANAD,"Anadigics, Inc.",0.00%
Financial,3.08B,USA,Property & Casualty Insurance,12.59,295,"7,024",114.78,ANAT,American National Insurance Co.,0.34%
Financial,51.89M,USA,Savings & Loans,92.50,296,0,20.35,ANCB,Anchor Bancorp,0.00%
Healthcare,17.94M,USA,Specialized Health Services,-,297,0,2.65,ANCI,"American Caresource Holdings, Inc.",0.00%
Financial,182.67M,USA,Regional - Mid-Atlantic Banks,13.45,298,"6,174",17.48,ANCX,Access National Corporation,-0.11%
Financial,-,USA,Exchange Traded Fund,-,299,"12,733",9.97,AND,Global X FTSE Andean 40 ETF,-2.64%
Consumer Goods,1.56B,USA,Farm Products,16.33,300,"337,054",54.04,ANDE,"The Andersons, Inc.",-3.40%
Services,7.09B,USA,Specialty Eateries,47.50,381,"715,982",30.40,ARMK,Aramark,3.23%
Healthcare,922.30M,USA,Biotechnology,-,382,"2,365,277",4.19,ARNA,"Arena Pharmaceuticals, Inc.",1.70%
Services,275.27M,USA,Apparel Stores,-,383,"1,615,249",3.48,ARO,"Aeropostale, Inc.",1.16%
Financial,326.22M,USA,Regional - Northeast Banks,14.37,384,"16,670",25.87,AROW,Arrow Financial Corporation,-1.56%
Basic Materials,1.24B,USA,Independent Oil & Gas,-,385,"766,708",15.21,ARP,"Atlas Resource Partners, L.P.",-7.65%
Financial,572.19M,USA,REIT - Residential,-,386,"157,183",17.77,ARPI,"American Residential Properties, Inc.",-1.33%
Healthcare,82.87M,USA,Biotechnology,-,387,"118,764",1.32,ARQL,ArQule Inc.,-2.94%
Financial,1.40B,USA,REIT - Residential,-,388,"1,826,317",3.93,ARR,"ARMOUR Residential REIT, Inc.",-0.25%
Technology,4.31B,USA,Communication Equipment,33.45,389,"650,909",29.77,ARRS,"ARRIS Group, Inc.",-2.59%
Healthcare,531.84M,USA,Biotechnology,-,390,"1,360,966",4.03,ARRY,"Array BioPharma, Inc.",2.03%
Utilities,192.03M,USA,Water Utilities,21.48,391,"8,621",21.48,ARTNA,Artesian Resources Corp.,-1.47%
Industrial Goods,21.42M,USA,Farm & Construction Machinery,29.39,392,"9,630",5.29,ARTW,Art's-Way Manufacturing Co. Inc.,-2.04%
Industrial Goods,55.28M,USA,Industrial Electrical Equipment,20.55,393,"103,939",2.26,ARTX,Arotech Corporation,-0.88%
Technology,2.05B,USA,Networking & Communication Devices,-,394,"762,979",18.71,ARUN,"Aruba Networks, Inc.",-1.47%
Services,5.66B,USA,Electronics Wholesale,11.39,395,"330,378",58.44,ARW,"Arrow Electronics, Inc.",0.69%
Healthcare,307.99M,USA,Biotechnology,-,396,"1,554,774",5.82,ARWR,Arrowhead Research Corp.,0.69%
Financial,208.79M,USA,Asset Management,-,397,"67,862",10.74,ASA,ASA Gold and Precious Metals Limited,-5.46%
Financial,92.86M,USA,Regional - Mid-Atlantic Banks,41.57,398,"2,500",21.20,ASBB,"ASB Bancorp, Inc.",1.92%
Financial,2.81B,USA,Regional - Midwest Banks,16.21,399,"695,924",18.48,ASBC,Associated Banc-Corp,-2.43%
Financial,50.90M,USA,Savings & Loans,21.96,400,0,16.91,ASBI,Ameriana Bancorp,0.00%
Services,266.48M,Bermuda,Shipping,-,401,"35,509",10.21,ASC,Ardmore Shipping Corporation,-1.26%
Services,742.72M,USA,Security & Protection Services,-,402,"25,983",53.82,ASCMA,"Ascent Capital Group, Inc.",-1.79%
Financial,-,USA,Exchange Traded Fund,-,403,"6,093",16.82,ASEA,Global X Southeast Asia ETF,-1.18%
Technology,384.69M,USA,Scientific & Technical Instruments,128.63,404,"51,812",48.88,ASEI,American Science & Engineering Inc.,0.23%
Services,110.93M,USA,Business Services,10.05,405,"13,003",8.54,ASFI,Asta Funding Inc.,0.23%
Financial,-,USA,Closed-End Fund - Equity,-,406,"13,057",5.19,ASG,Liberty All Star Growth Fund Inc.,-0.95%
Services,1.61B,USA,Staffing & Outsourcing Services,23.28,407,"190,432",30.73,ASGN,On Assignment Inc.,-1.32%
Basic Materials,8.90B,USA,Chemicals - Major Diversified,18.07,408,"433,811",114.05,ASH,Ashland Inc.,0.48%
Financial,-,USA,Exchange Traded Fund,-,409,"533,808",30.30,ASHR,Deutsche X-trackers Harvest CSI300 CHN A,2.40%
Financial,-,USA,Exchange Traded Fund,-,410,"72,030",35.65,ASHS,Deutsche X-trackers HrvstCSI500CHN A SC,-0.50%
Basic Materials,50.10M,Canada,Industrial Metals & Minerals,-,411,"73,481",1.41,ASM,Avino Silver & Gold Mines Ltd.,-3.42%
Healthcare,87.89M,USA,Drug Manufacturers - Major,-,412,"66,920",8.26,ASMB,"Assembly Biosciences, Inc.",-4.51%
Technology,2.64B,Netherlands,Semiconductor Equipment & Materials,-,413,261,41.74,ASMI,ASM International NV,-0.67%
Technology,46.19B,Netherlands,Semiconductor Equipment & Materials,27.52,414,"344,687",105.68,ASML,ASML Holding NV,1.82%
Services,2.17B,USA,Apparel Stores,15.94,415,"841,394",13.39,ASNA,Ascena Retail Group Inc.,0.07%
Industrial Goods,186.30M,USA,General Building Materials,-,416,"8,651",8.10,ASPN,"Aspen Aerogels, Inc.",-2.76%
Services,1.06B,Luxembourg,Business Services,7.38,417,"155,088",52.28,ASPS,Altisource Portfolio Solutions S.A.,-3.42%
Healthcare,668.26M,USA,Drug Manufacturers - Major,-,418,"74,230",24.23,ASPX,"Auspex Pharmaceuticals, Inc.",-2.26%
Services,4.01B,Mexico,"Air Services, Other",23.31,419,"13,516",133.80,ASR,"Grupo Aeroportuario del Sureste, SAB de CV",-1.87%
Financial,56.72M,USA,Regional - Northeast Banks,14.38,420,"33,220",3.02,ASRV,"AmeriServ Financial, Inc.",-0.98%
Technology,4.89B,USA,Diversified Computer Systems,85.25,301,"206,832",75.87,ANET,"Arista Networks, Inc.",-0.37%
Services,2.06B,USA,Apparel Stores,64.11,302,"1,695,893",28.85,ANF,Abercrombie & Fitch Co.,-1.60%
Consumer Goods,429.76M,United Arab Emirates,Food - Major Diversified,13.88,303,"103,812",14.99,ANFI,Amira Nature Foods Ltd.,-0.27%
Technology,347.61M,USA,Internet Software & Services,-,304,"247,383",5.94,ANGI,"Angie's List, Inc.",-0.50%
Financial,-,USA,Exchange Traded Fund,-,305,924,27.40,ANGL,Market Vectors FallenAngel HiYld Bd ETF,-0.83%
Healthcare,623.88M,USA,Medical Instruments & Supplies,159.09,306,"130,499",17.50,ANGO,AngioDynamics Inc.,-1.96%
Financial,611.60M,USA,REIT - Diversified,14.21,307,"329,102",5.40,ANH,Anworth Mortgage Asset Corporation,-0.18%
Healthcare,592.90M,USA,Biotechnology,16.97,308,"87,754",40.89,ANIK,Anika Therapeutics Inc.,-1.66%
Healthcare,612.53M,USA,Biotechnology,52.03,309,"70,932",54.11,ANIP,"ANI Pharmaceuticals, Inc.",-2.35%
Services,1.68B,USA,Apparel Stores,23.39,310,"276,786",36.73,ANN,ANN INC.,0.49%
Basic Materials,460.87M,USA,Industrial Metals & Minerals,-,311,"6,788,712",2.08,ANR,"Alpha Natural Resources, Inc.",-7.96%
Technology,7.68B,USA,Application Software,30.26,312,"229,679",83.52,ANSS,"Ansys, Inc.",0.57%
Healthcare,46.97M,USA,Drug Manufacturers - Major,-,313,"138,183",2.05,ANTH,"Anthera Pharmaceuticals, Inc.",2.50%
Basic Materials,152.44M,USA,Gold,-,314,"3,137,402",1.46,ANV,Allied Nevada Gold Corp.,-8.18%
Basic Materials,470.34M,Greece,Major Integrated Oil & Gas,15.98,315,"197,737",9.75,ANW,Aegean Marine Petroleum Network Inc.,-3.75%
Technology,195.31M,Canada,Technical & System Software,-,316,"12,887",7.85,ANY,Sphere 3D Corporation,-2.12%
Financial,-,USA,Exchange Traded Fund,-,317,"12,260",47.05,AOA,iShares Aggressive Allocation,-0.47%
Financial,-,USA,Closed-End Fund - Foreign,-,318,"235,846",8.79,AOD,Alpine Total Dynamic Dividend F,-0.11%
Consumer Goods,160.00M,USA,"Tobacco Products, Other",-,319,"95,339",1.81,AOI,"Alliance One International, Inc.",-2.16%
Financial,-,USA,Exchange Traded Fund,-,320,"12,831",32.93,AOK,iShares Conservative Allocation,-0.21%
Basic Materials,95.55M,South Africa,Industrial Metals & Minerals,0.41,441,"1,850",0.18,ATL,Atlatsa Resources Corporation,-2.70%
Financial,37.53M,USA,Credit Services,-,442,"1,018",2.70,ATLC,Atlanticus Holdings Corporation,9.76%
Financial,219.81M,USA,Regional - Northeast Banks,14.22,443,"6,084",23.61,ATLO,Ames National Corporation,-3.16%
Basic Materials,1.84B,USA,Oil & Gas Pipelines,-,444,"610,106",35.48,ATLS,"Atlas Energy, L.P",-8.08%
Technology,3.60B,USA,Internet Information Providers,37.53,321,"385,419",46.16,AOL,AOL Inc.,-0.22%
Financial,-,USA,Exchange Traded Fund,-,322,"16,254",35.55,AOM,iShares Moderate Allocation,-0.31%
Financial,26.37B,USA,Insurance Brokers,21.76,323,"678,912",92.49,AON,Aon plc,0.75%
Technology,3.30B,USA,Semiconductor - Broad Line,71.91,445,"2,785,971",7.91,ATML,Atmel Corporation,-0.25%
Technology,1.08B,USA,Telecom Services - Domestic,21.05,446,"16,983",67.98,ATNI,"Atlantic Tele-Network, Inc.",-1.22%
Healthcare,172.20M,USA,Biotechnology,-,447,"64,672",5.74,ATNM,"Actinium Pharmaceuticals, Inc.",-5.44%
Technology,116.64M,USA,Semiconductor - Broad Line,-,448,"15,032",2.11,ATNY,API Technologies Corp.,-0.71%
Utilities,5.39B,USA,Gas Utilities,18.45,449,"291,029",53.70,ATO,Atmos Energy Corporation,-0.07%
Healthcare,22.16M,USA,Diagnostic Substances,-,450,"39,950",0.90,ATOS,"Atossa Genetics, Inc.",-2.17%
Consumer Goods,4.22B,USA,Packaging & Containers,23.64,451,"105,032",65.25,ATR,"AptarGroup, Inc.",-0.06%
Healthcare,514.51M,USA,Medical Instruments & Supplies,-,452,"76,570",18.73,ATRC,"AtriCure, Inc.",-0.69%
Healthcare,633.77M,USA,Medical Instruments & Supplies,23.35,453,"2,641",325.01,ATRI,ATRION Corp.,-0.43%
Technology,4.35M,USA,Semiconductor Equipment & Materials,-,454,"1,585",3.69,ATRM,Aetrium Inc.,1.94%
Industrial Goods,1.07B,USA,Aerospace/Defense Products & Services,22.80,455,"60,962",49.02,ATRO,Astronics Corporation,-1.96%
Healthcare,302.91M,USA,Medical Instruments & Supplies,-,456,"523,494",2.30,ATRS,Antares Pharma Inc.,-0.43%
Services,516.27M,USA,Air Delivery & Freight Services,-,457,"49,494",7.95,ATSG,"Air Transport Services Group, Inc.",-0.50%
Services,812.03M,Luxembourg,Business Services,-,458,"125,665",11.03,ATTO,Atento S.A.,-0.54%
Financial,-,USA,Exchange Traded Fund,-,324,"5,228",40.56,AOR,iShares Growth Allocation,-0.32%
Industrial Goods,4.83B,USA,Industrial Electrical Equipment,24.97,325,"163,310",53.93,AOS,AO Smith Corp.,-1.28%
Technology,226.94M,Bermuda,Semiconductor - Specialized,-,326,"26,796",8.58,AOSL,"Alpha & Omega Semiconductor, Ltd.",-0.35%
Industrial Goods,190.87M,USA,Diversified Machinery,-,327,"14,854",18.30,AP,Ampco-Pittsburgh Corp.,-3.58%
Basic Materials,24.13B,USA,Independent Oil & Gas,427.27,328,"5,685,036",64.09,APA,Apache Corp.,-11.28%
Basic Materials,409.80M,USA,Independent Oil & Gas,17.19,329,"84,780",13.92,APAGF,Apco Oil & Gas International Inc.,-1.56%
Financial,1.77B,USA,Asset Management,-,330,"90,301",51.75,APAM,Artisan Partners Asset Management Inc.,-1.82%
Financial,-,USA,Closed-End Fund - Foreign,-,331,"12,599",11.30,APB,Asia Pacific Fund Inc.,0.36%
Basic Materials,40.09B,USA,Independent Oil & Gas,-,332,"9,903,159",79.15,APC,Anadarko Petroleum Corporation,-10.52%
Basic Materials,30.64B,USA,Chemicals - Major Diversified,31.34,333,"551,147",143.83,APD,Air Products & Chemicals Inc.,-0.95%
Healthcare,32.06M,USA,Biotechnology,-,334,"55,410",2.30,APDN,Applied DNA Sciences Inc.,-0.32%
Services,579.94M,USA,Education & Training Services,15.48,335,"71,706",33.60,APEI,"American Public Education, Inc.",-1.58%
Financial,-,USA,Closed-End Fund - Foreign,-,336,300,16.19,APF,Morgan Stanley Asia-Pacific Fund Inc.,0.01%
Technology,16.60B,USA,Diversified Electronics,25.30,337,"885,877",53.63,APH,Amphenol Corporation,1.23%
Technology,15.22M,USA,Semiconductor - Integrated Circuits,-,338,"9,574",0.41,API,Advanced Photonix Inc.,2.10%
Basic Materials,2.77B,USA,Oil & Gas Pipelines,-,339,"675,762",32.84,APL,"Atlas Pipeline Partners, L.P.",-7.13%
Technology,144.06M,Israel,Technical & System Software,-,459,"19,180",9.49,ATTU,"Attunity, Ltd.",-2.47%
Industrial Goods,1.91B,USA,Diversified Machinery,14.98,460,"524,140",29.36,ATU,Actuant Corporation,-5.44%
Financial,3.98B,USA,Diversified Investments,15.97,340,"451,604",24.44,APO,"Apollo Global Management, LLC",-2.20%
Industrial Goods,1.31B,USA,General Building Materials,32.78,341,"82,915",45.23,APOG,"Apogee Enterprises, Inc.",-1.29%
Services,3.39B,USA,Education & Training Services,16.35,342,"454,407",31.22,APOL,"Apollo Education Group, Inc.",-0.38%
Consumer Goods,107.55M,USA,Textile - Apparel Clothing,-,343,"411,815",0.62,APP,"American Apparel, Inc.",2.50%
Healthcare,51.12M,USA,Diagnostic Substances,-,344,"64,249",1.65,APPY,"Venaxis, Inc.",-1.20%
Industrial Goods,180.21M,USA,Metal Fabrication,51.96,361,"16,356",11.95,ARCW,"ARC Group Worldwide, Inc.",-1.81%
Basic Materials,283.73M,USA,Oil & Gas Pipelines,30.43,362,"8,921",21.91,ARCX,Arc Logistics Partners LP,-1.35%
Healthcare,110.40M,USA,Drug Delivery,22.73,363,"4,662",7.50,ARDM,Aradigm Corporation,0.13%
Healthcare,496.32M,USA,Biotechnology,-,364,"19,163",26.77,ARDX,"Ardelyx, Inc.",1.90%
Services,63.39M,China,Catalog & Mail Order Houses,-,461,"4,115",2.30,ATV,"Acorn International, Inc.",-2.12%
Technology,15.57B,USA,Multimedia & Graphics Software,25.17,462,"4,069,476",21.65,ATVI,"Activision Blizzard, Inc.",-0.78%
Healthcare,51.51M,USA,Drug Manufacturers - Other,-,345,"122,482",1.18,APRI,"Apricus Biosciences, Inc.",-9.23%
Financial,975.20M,Argentina,Property Management,16.20,346,196,23.00,APSA,Alto Palermo S.A.,0.00%
Healthcare,51.39M,Canada,Medical Appliances & Equipment,18.73,347,"590,093",2.81,APT,Alpha Pro Tech Ltd.,-5.70%
Financial,176.36M,USA,REIT - Residential,-,348,"132,392",8.88,APTS,"Preferred Apartment Communities, Inc.",2.42%
Utilities,4.29B,USA,Gas Utilities,18.70,349,"199,973",46.19,APU,AmeriGas Partners LP,-2.90%
Industrial Goods,34.86M,Taiwan,Industrial Electrical Equipment,6.02,350,100,2.53,APWC,Asia Pacific Wire & Cable Corp. Ltd.,0.40%
Financial,-,USA,Property Management,-,351,0,1.68,AQQ,American Spectrum Realty Inc.,0.00%
Healthcare,78.14M,Canada,Drugs - Generic,-,352,"3,300",7.31,AQXP,Aquinox Pharmaceuticals Inc.,-2.66%
Basic Materials,12.30B,USA,Oil & Gas Drilling & Exploration,-,353,"922,040",46.92,AR,Antero Resources Corporation,-4.83%
Healthcare,536.39M,USA,Medical Appliances & Equipment,-,354,"300,974",6.89,ARAY,Accuray Incorporated,-2.82%
Services,450.01M,USA,Business Services,-,355,"134,834",9.63,ARC,"ARC Document Solutions, Inc.",-2.23%
Services,1.13B,USA,Trucking,27.66,356,"186,573",43.42,ARCB,ArcBest Corporation,1.50%
Financial,5.17B,USA,Diversified Investments,8.61,357,"940,652",16.45,ARCC,Ares Capital Corporation,0.12%
Services,16.18M,USA,Electronics Stores,4.81,358,"8,500",2.79,ARCI,Appliance Recycling Centers of America Inc.,3.33%
