option,open_interest,symbol,volume_change,volume,open_interest_change,close,ticker,change
DEC 14 30 Call,+18,CHFC141220C00030000,18,(-61.50%),0.00%,0.25,CHFC,-0.40
DEC 14 23.5 Call,+11,YNDX141220C00023500,11,(-61.10%),0.00%,0.35,YNDX,-0.55
DEC 14 62.5 Call,-180,LVS141220C00062500,565,(-61.00%),(-24.20%),0.23,LVS,-0.36
DEC 14 180 Call,+28,COO141220C00180000,28,(-60.90%),0.00%,0.90,COO,-1.40
DEC 14 37 Call,+8,SHLD141220C00037000,21,(-60.60%),(+61.50%),0.65,SHLD,-1.00
DEC 14 49 Call,+12,NLNK141220C00049000,12,(-60.60%),0.00%,1.30,NLNK,-2.00
DEC 14 25 Call,+18,BCEI141220C00025000,20,(-60.00%),(+900.00%),0.70,BCEI,-1.05
DEC 14 47.5 Call,-27,GPOR141220C00047500,12,(-60.00%),(-69.20%),0.60,GPOR,-0.90
DEC 14 27 Call,+175,SBGI141220C00027000,175,(-59.10%),0.00%,0.90,SBGI,-1.30
DEC 14 27 Put,+82,CONN141220P00027000,92,(+37.50%),(+820.00%),0.55,CONN,+0.15
DEC 14 115 Put,+88,ROK141220P00115000,100,(+37.00%),(+733.30%),1.85,ROK,+0.50
DEC 14 51 Put,+88,MO141220P00051000,94,(+36.70%),(+1466.70%),0.67,MO,+0.18
JAN 15 12.5 Put,-3,ARP150117P00012500,16,(+36.40%),(-15.80%),0.75,ARP,+0.20
DEC 14 47.5 Put,+76,SOHU141220P00047500,77,(+36.40%),(+7600.00%),1.50,SOHU,+0.40
DEC 14 82.5 Put,-16,EMN141220P00082500,14,(+36.40%),(-53.30%),1.50,EMN,+0.40
DEC 14 15 Put,+155,EWI141220P00015000,159,(+36.40%),(+3875.00%),0.75,EWI,+0.20
DEC 14 62 Put,-7,EWW141220P00062000,43,(+36.30%),(-14.00%),1.09,EWW,+0.29
DEC 14 140 Put,+12,PXD141220P00140000,72,(+36.20%),(+20.00%),3.20,PXD,+0.85
DEC 14 96 Put,-11,PEP141220P00096000,15,(+36.10%),(-42.30%),0.49,PEP,+0.13
DEC 14 84 Put,+7,VMW141220P00084000,12,(+36.00%),(+140.00%),1.70,VMW,+0.45
DEC 14 30 Put,+34,NSM141220P00030000,34,(+35.70%),0.00%,1.90,NSM,+0.50
DEC 14 100 Put,+75,RCPT141220P00100000,130,(+71.40%),(+136.40%),0.60,RCPT,+0.25
DEC 14 35 Put,+50,CNVR141220P00035000,50,(+71.40%),0.00%,0.60,CNVR,+0.25
DEC 14 15 Put,-7,ECA141220P00015000,99,(+71.40%),(-6.60%),0.60,ECA,+0.25
DEC 14 46 Put,-105,GSK141220P00046000,38,(+71.40%),(-73.40%),0.60,GSK,+0.25
DEC 14 55.5 Put,+106,CMCSA141220P00055500,106,(+71.40%),0.00%,0.48,CMCSA,+0.20
DEC 14 67.5 Put,+196,RDSA141220P00067500,345,(+68.80%),(+131.50%),1.35,RDSA,+0.55
DEC 14 65 Put,+16,QIHU141220P00065000,116,(+68.40%),(+16.00%),3.20,QIHU,+1.30
DEC 14 25 Put,+50,BOIL141220P00025000,62,(+68.00%),(+416.70%),2.10,BOIL,+0.85
DEC 14 34 Put,+2,CREE141220P00034000,34,(+66.70%),(+6.30%),1.10,CREE,+0.44
DEC 14 31 Put,+25,CA141220P00031000,25,(+66.70%),0.00%,0.50,CA,+0.20
DEC 14 19 Put,-29,UPL141220P00019000,11,(+66.70%),(-72.50%),2.00,UPL,+0.80
DEC 14 15 Put,+10,EXPR141220P00015000,88,(+65.40%),(+12.80%),2.15,EXPR,+0.85
DEC 14 53 Put,-6,ADM141220P00053000,27,(+64.90%),(-18.20%),0.94,ADM,+0.37
DEC 14 70 Put,+46,CNI141220P00070000,46,(+64.70%),0.00%,2.80,CNI,+1.10
JAN 16 90 Call,+42,XLE160115C00090000,65,(-38.20%),(+182.60%),3.80,XLE,-2.35
JAN 15 35 Call,+14,NILE150117C00035000,14,(-38.10%),0.00%,0.65,NILE,-0.40
DEC 14 25 Call,0,OLN141220C00025000,30,(-38.10%),0.00%,0.65,OLN,-0.40
DEC 14 55 Call,-35,FNV141220C00055000,86,(-37.80%),(-28.90%),1.15,FNV,-0.70
DEC 14 240 Call,+26,PBYI141220C00240000,30,(-37.80%),(+650.00%),1.40,PBYI,-0.85
DEC 14 62.5 Call,+93,FANG141220C00062500,101,(-37.50%),(+1162.50%),1.50,FANG,-0.90
DEC 14 70 Call,-109,RDSA141220C00070000,26,(-37.50%),(-80.70%),0.50,RDSA,-0.30
DEC 14 36 Call,-13,EXC141220C00036000,43,(-37.50%),(-23.20%),0.50,EXC,-0.30
DEC 14 15 Call,+29,ECA141220C00015000,29,(-37.50%),0.00%,0.50,ECA,-0.30
APR 15 30 Call,+93,FUEL150417C00030000,93,(-37.50%),0.00%,0.50,FUEL,-0.30
DEC 14 47 Call,"-1,366",MCHP141220C00047000,12,(-37.50%),(-99.10%),0.50,MCHP,-0.30
DEC 14 90 Call,+679,EQT141220C00090000,685,(-37.50%),(+11316.70%),1.75,EQT,-1.05
DEC 14 95 Call,+63,XRT141220C00095000,101,(-37.30%),(+165.80%),0.42,XRT,-0.25
DEC 14 22.5 Call,-81,SLW141220C00022500,28,(-37.30%),(-74.30%),0.32,SLW,-0.19
DEC 14 28 Call,+7,WTW141220C00028000,13,(-37.10%),(+116.70%),1.10,WTW,-0.65
DEC 14 34 Call,+8,SU141220C00034000,23,(-57.90%),(+53.30%),0.24,SU,-0.33
JAN 15 40 Call,+171,GRUB150117C00040000,171,(-57.90%),0.00%,0.40,GRUB,-0.55
DEC 14 60 Call,+103,BNS141220C00060000,103,(-57.10%),0.00%,0.60,BNS,-0.80
DEC 14 30 Call,-32,GPRE141220C00030000,51,(-57.10%),(-38.60%),0.45,GPRE,-0.60
MAY 15 30 Call,+100,TRMB150515C00030000,100,(-56.30%),0.00%,2.10,TRMB,-2.70
DEC 14 35 Call,-483,CNQ141220C00035000,410,(-56.30%),(-54.10%),0.35,CNQ,-0.45
DEC 14 115 Call,+12,HBI141220C00115000,32,(-55.60%),(+60.00%),0.80,HBI,-1.00
DEC 14 55 Call,-503,XOP141220C00055000,151,(-55.40%),(-76.90%),0.25,XOP,-0.31
DEC 14 65 Put,+13,INCY141220P00065000,37,(+35.30%),(+54.20%),1.15,INCY,+0.30
DEC 14 110 Put,+356,CVX141220P00110000,522,(+35.20%),(+214.50%),1.23,CVX,+0.32
DEC 14 65 Put,-84,STX141220P00065000,18,(+35.00%),(-82.40%),0.81,STX,+0.21
DEC 14 35 Put,-7,CRZO141220P00035000,14,(+34.60%),(-33.30%),1.75,CRZO,+0.45
DEC 14 130 Put,+60,EW141220P00130000,75,(+34.50%),(+400.00%),3.70,EW,+0.95
DEC 14 60 Put,+70,FANG141220P00060000,70,(+34.40%),0.00%,4.30,FANG,+1.10
MAR 15 20 Put,-688,KN150320P00020000,291,(+34.40%),(-70.30%),2.15,KN,+0.55
FEB 15 15 Put,+19,W150220P00015000,23,(+33.30%),(+475.00%),1.20,W,+0.30
DEC 14 49 Put,-56,JCI141220P00049000,28,(+33.30%),(-66.70%),0.60,JCI,+0.15
DEC 14 34 Put,+6,ADT141220P00034000,37,(+33.30%),(+19.40%),0.60,ADT,+0.15
DEC 14 30 Put,+23,IMAX141220P00030000,50,(+33.30%),(+85.20%),0.60,IMAX,+0.15
JAN 15 65 Put,+62,DGX150117P00065000,71,(+33.30%),(+688.90%),2.40,DGX,+0.60
DEC 14 91 Put,"-1,178",XOM141220P00091000,46,(+33.30%),(-96.20%),0.56,XOM,+0.14
MAR 15 90 Put,+501,CM150320P00090000,501,(+64.10%),0.00%,3.20,CM,+1.25
DEC 14 35 Put,-15,CYBR141220P00035000,21,(+62.50%),(-41.70%),0.65,CYBR,+0.25
JAN 15 70 Put,+64,THI150117P00070000,69,(+62.50%),(+1280.00%),0.65,THI,+0.25
DEC 14 14 Put,+25,DVAX141220P00014000,25,(+60.00%),0.00%,0.80,DVAX,+0.30
DEC 14 25 Put,+65,OLN141220P00025000,80,(+60.00%),(+433.30%),0.40,OLN,+0.15
DEC 14 60 Put,-48,MFRM141220P00060000,14,(+58.30%),(-77.40%),0.95,MFRM,+0.35
DEC 14 60 Put,+11,KRFT141220P00060000,28,(+58.30%),(+64.70%),0.95,KRFT,+0.35
DEC 14 18 Put,+70,UNG141220P00018000,212,(+58.10%),(+49.30%),0.49,UNG,+0.18
DEC 14 16 Put,+23,LNCO141220P00016000,54,(+57.90%),(+74.20%),1.50,LNCO,+0.55
DEC 14 35 Put,+21,KPTI141220P00035000,21,(+57.10%),0.00%,1.10,KPTI,+0.40
MAR 15 30 Put,+19,EPD150320P00030000,19,(+57.10%),0.00%,0.55,EPD,+0.20
DEC 14 45 Put,-34,MCHP141220P00045000,23,(+57.10%),(-59.60%),0.55,MCHP,+0.20
DEC 14 24.5 Put,-126,DHI141220P00024500,24,(+56.30%),(-84.00%),0.50,DHI,+0.18
DEC 14 110 Put,+20,HBI141220P00110000,20,(+56.20%),0.00%,1.25,HBI,+0.45
DEC 14 17.5 Call,-127,NE141220C00017500,41,(-37.00%),(-75.60%),0.34,NE,-0.20
DEC 14 14 Call,"-2,982",AEO141220C00014000,933,(-36.80%),(-76.20%),0.60,AEO,-0.35
JAN 15 87.5 Call,+17,DTV150117C00087500,30,(-36.70%),(+130.80%),1.00,DTV,-0.58
DEC 14 42.5 Call,-498,WLL141220C00042500,78,(-36.70%),(-86.50%),0.95,WLL,-0.55
DEC 14 80 Call,-256,BEAV141220C00080000,66,(-36.60%),(-79.50%),1.30,BEAV,-0.75
DEC 14 56 Call,+108,CMCSA141220C00056000,108,(-36.40%),0.00%,1.03,CMCSA,-0.59
DEC 14 26 Call,+20,CENX141220C00026000,20,(-36.40%),0.00%,1.59,CENX,-0.91
DEC 14 100 Call,-21,PLL141220C00100000,44,(-36.40%),(-32.30%),0.70,PLL,-0.40
DEC 14 22.5 Call,+125,VRA141220C00022500,126,(-36.40%),(+12500.00%),0.70,VRA,-0.40
DEC 14 65 Call,+469,M141220C00065000,694,(-55.40%),(+208.40%),0.25,M,-0.31
DEC 14 40 Call,-79,SM141220C00040000,76,(-55.00%),(-51.00%),0.45,SM,-0.55
DEC 14 20 Call,"+1,518",UNG141220C00020000,"2,187",(-54.70%),(+226.90%),0.29,UNG,-0.35
DEC 14 27 Call,+20,JDST141220C00027000,20,(-54.50%),0.00%,0.75,JDST,-0.90
DEC 14 36 Call,+42,CREE141220C00036000,45,(-54.30%),(+1400.00%),0.37,CREE,-0.44
DEC 14 42 Call,-343,BP141220C00042000,112,(-54.20%),(-75.40%),0.27,BP,-0.32
DEC 14 15 Call,+30,LNCO141220C00015000,40,(-53.80%),(+300.00%),0.90,LNCO,-1.05
DEC 14 90 Call,+222,CMP141220C00090000,225,(-53.80%),(+7400.00%),0.30,CMP,-0.35
DEC 14 55 Call,-13,CTSH141220C00055000,20,(-53.80%),(-39.40%),0.30,CTSH,-0.35
DEC 14 30 Call,+199,BOIL141220C00030000,299,(-53.60%),(+199.00%),0.65,BOIL,-0.75
DEC 14 15 Call,+142,TCK141220C00015000,142,(-52.90%),0.00%,0.32,TCK,-0.36
DEC 14 12.5 Call,-63,UTIW141220C00012500,20,(-52.60%),(-75.90%),0.90,UTIW,-1.00
DEC 14 20 Call,+69,CLDX141220C00020000,158,(-52.60%),(+77.50%),0.45,CLDX,-0.50
DEC 14 30.5 Put,+36,MRO141220P00030500,67,(+33.30%),(+116.10%),1.36,MRO,+0.34
DEC 14 16 Put,"-1,058",F141220P00016000,213,(+33.30%),(-83.20%),0.40,F,+0.10
DEC 14 26 Put,+40,MDC141220P00026000,40,(+33.30%),0.00%,0.80,MDC,+0.20
JAN 17 30 Put,-1,ABBV170120P00030000,20,(+33.30%),(-4.80%),0.80,ABBV,+0.20
DEC 14 95 Put,+17,SWK141220P00095000,19,(+33.30%),(+850.00%),1.60,SWK,+0.40
JAN 15 39 Put,+128,PFF150117P00039000,157,(+33.30%),(+441.40%),0.40,PFF,+0.10
DEC 14 90 Put,+4,DPZ141220P00090000,21,(+33.30%),(+23.50%),0.40,DPZ,+0.10
DEC 14 27 Put,-16,SLCA141220P00027000,12,(+33.30%),(-57.10%),0.80,SLCA,+0.20
DEC 14 19 Put,+103,CHK141220P00019000,311,(+32.50%),(+49.50%),0.53,CHK,+0.13
DEC 14 165 Put,+49,AMGN141220P00165000,166,(+32.40%),(+41.90%),2.45,AMGN,+0.60
DEC 14 35 Put,+31,DISCA141220P00035000,31,(+56.20%),0.00%,1.25,DISCA,+0.45
JAN 15 62.5 Put,"+1,994",INFY150117P00062500,"2,028",(+56.20%),(+5864.70%),1.25,INFY,+0.45
DEC 14 19.5 Put,-584,RIG141220P00019500,52,(+55.90%),(-91.80%),1.59,RIG,+0.57
DEC 14 60 Put,"-2,699",M141220P00060000,384,(+55.60%),(-87.50%),0.42,M,+0.15
DEC 14 16 Put,-455,KBH141220P00016000,279,(+55.00%),(-62.00%),0.31,KBH,+0.11
JAN 15 115 Put,+1,GMCR150117P00115000,12,(+53.70%),(+9.10%),0.83,GMCR,+0.29
DEC 14 45 Call,+25,AER141220C00045000,25,(-36.40%),0.00%,0.35,AER,-0.20
DEC 14 22 Call,-70,DAN141220C00022000,17,(-36.40%),(-80.50%),0.35,DAN,-0.20
DEC 14 95 Call,-329,BITA141220C00095000,47,(-36.40%),(-87.50%),0.35,BITA,-0.20
DEC 14 57.5 Call,+18,TOT141220C00057500,30,(-36.40%),(+150.00%),0.35,TOT,-0.20
DEC 14 17 Call,-32,PTEN141220C00017000,20,(-36.00%),(-61.50%),0.80,PTEN,-0.45
DEC 14 26 Call,+20,MDC141220C00026000,25,(-35.70%),(+400.00%),0.45,MDC,-0.25
JAN 16 25 Call,+240,XONE160115C00025000,240,(-35.70%),0.00%,3.60,XONE,-2.00
DEC 14 19 Call,+663,RSX141220C00019000,713,(-35.70%),(+1326.00%),0.45,RSX,-0.25
MAR 15 52.5 Call,+41,CLR150320C00052500,41,(-35.50%),0.00%,1.00,CLR,-0.55
DEC 14 27 Call,+1,NFX141220C00027000,17,(-35.50%),(+6.30%),1.00,NFX,-0.55
DEC 14 120 Call,+6,ROK141220C00120000,45,(-35.50%),(+15.40%),1.00,ROK,-0.55
DEC 14 77.5 Call,-32,JWN141220C00077500,14,(-35.40%),(-69.60%),0.53,JWN,-0.29
DEC 14 55 Call,+29,PLCE141220C00055000,31,(-35.30%),(+1450.00%),0.55,PLCE,-0.30
DEC 14 72.5 Call,-78,KLAC141220C00072500,72,(-35.30%),(-52.00%),0.55,KLAC,-0.30
DEC 14 17.5 Call,+28,TCS141220C00017500,28,(-52.40%),0.00%,1.00,TCS,-1.10
DEC 14 70 Call,-2,QIHU141220C00070000,73,(-52.00%),(-2.70%),0.60,QIHU,-0.65
DEC 14 47.5 Call,+135,RIO141220C00047500,253,(-52.00%),(+114.40%),0.60,RIO,-0.65
DEC 14 70 Call,-5,CNI141220C00070000,34,(-51.90%),(-12.80%),0.65,CNI,-0.70
DEC 14 37.5 Call,+209,CRZO141220C00037500,213,(-51.60%),(+5225.00%),1.55,CRZO,-1.65
FEB 15 35 Call,+30,OFIX150220C00035000,30,(-51.50%),0.00%,0.80,OFIX,-0.85
DEC 14 27.5 Call,-5,DGI141220C00027500,20,(-50.00%),(-20.00%),0.30,DGI,-0.30
DEC 14 39 Call,+117,EWP141220C00039000,117,(-50.00%),0.00%,0.30,EWP,-0.30
DEC 14 19 Call,-82,UPL141220C00019000,160,(-50.00%),(-33.90%),0.40,UPL,-0.40
JAN 15 120 Call,+32,CPA150117C00120000,32,(-50.00%),0.00%,0.70,CPA,-0.70
DEC 14 29 Call,-340,ANF141220C00029000,75,(-49.40%),(-81.90%),0.39,ANF,-0.38
DEC 14 38 Call,+82,CSX141220C00038000,182,(-49.00%),(+82.00%),0.26,CSX,-0.25
DEC 14 32 Put,+30,XME141220P00032000,31,(+32.10%),(+3000.00%),0.70,XME,+0.17
DEC 14 75 Put,-694,DOV141220P00075000,160,(+31.80%),(-81.30%),1.45,DOV,+0.35
DEC 14 60 Put,+24,ERX141220P00060000,44,(+31.70%),(+120.00%),2.70,ERX,+0.65
JAN 15 25 Put,+3,GLF150117P00025000,20,(+31.60%),(+17.60%),1.25,GLF,+0.30
JAN 15 26 Put,+43,UIS150117P00026000,50,(+31.30%),(+614.30%),1.05,UIS,+0.25
JAN 15 10 Put,-98,CZR150117P00010000,16,(+31.30%),(-86.00%),1.05,CZR,+0.25
JAN 15 80 Put,+14,BMRN150117P00080000,17,(+31.30%),(+466.70%),1.05,BMRN,+0.25
DEC 14 36 Put,-36,IRBT141220P00036000,14,(+30.80%),(-72.00%),0.85,IRBT,+0.20
JAN 15 45 Put,-18,MUR150117P00045000,14,(+30.80%),(-56.30%),0.85,MUR,+0.20
DEC 14 320 Put,-401,NFLX141220P00320000,146,(+30.80%),(-73.30%),1.19,NFLX,+0.28
DEC 14 42 Put,+41,TXT141220P00042000,51,(+53.50%),(+410.00%),0.66,TXT,+0.23
DEC 14 16 Put,+307,NE141220P00016000,308,(+53.30%),(+30700.00%),0.46,NE,+0.16
DEC 14 72 Put,+110,MDT141220P00072000,110,(+53.30%),0.00%,0.46,MDT,+0.16
DEC 14 15 Put,-183,OAS141220P00015000,36,(+53.30%),(-83.60%),1.15,OAS,+0.40
DEC 14 39 Call,+253,FEZ141220C00039000,256,(-35.30%),(+8433.30%),0.55,FEZ,-0.30
DEC 14 70 Call,+13,BMO141220C00070000,13,(-35.10%),0.00%,1.20,BMO,-0.65
DEC 14 175 Call,+51,CHTR141220C00175000,51,(-35.10%),0.00%,1.20,CHTR,-0.65
DEC 14 26 Call,"+3,431",GE141220C00026000,"5,324",(-35.10%),(+181.20%),0.37,GE,-0.20
DEC 14 38 Call,-276,IRBT141220C00038000,87,(-35.00%),(-76.00%),0.65,IRBT,-0.35
DEC 14 16 Call,-24,GOGO141220C00016000,11,(-35.00%),(-68.60%),0.65,GOGO,-0.35
JAN 16 40 Call,+121,EMC160115C00040000,121,(-34.80%),0.00%,0.58,EMC,-0.31
DEC 14 33 Call,+5,XME141220C00033000,15,(-34.80%),(+50.00%),0.60,XME,-0.32
DEC 14 30 Call,+25,BWS141220C00030000,25,(-34.80%),0.00%,3.00,BWS,-1.60
DEC 14 25 Call,+733,RICE141220C00025000,760,(-34.60%),(+2714.80%),0.85,RICE,-0.45
DEC 14 70 Call,-52,ETN141220C00070000,47,(-34.60%),(-52.50%),0.85,ETN,-0.45
DEC 14 56.5 Call,"+10,001",MET141220C00056500,"10,007",(-34.50%),(+166683.30%),0.36,MET,-0.19
SEP 15 25 Call,+100,IBKR150918C00025000,100,(-34.50%),0.00%,3.80,IBKR,-2.00
DEC 14 53.5 Call,+37,ADM141220C00053500,53,(-49.00%),(+231.30%),0.51,ADM,-0.49
DEC 14 57.5 Call,+12,KSS141220C00057500,25,(-48.30%),(+92.30%),0.75,KSS,-0.70
DEC 14 35 Call,+27,WWAV141220C00035000,27,(-48.10%),0.00%,0.70,WWAV,-0.65
DEC 14 65 Call,+2,MFRM141220C00065000,57,(-48.00%),(+3.60%),0.65,MFRM,-0.60
DEC 14 65 Call,-120,TUP141220C00065000,38,(-47.80%),(-75.90%),0.60,TUP,-0.55
DEC 14 35 Call,-102,DISCA141220C00035000,108,(-47.80%),(-48.60%),0.60,DISCA,-0.55
DEC 14 46 Call,+24,GSK141220C00046000,45,(-47.60%),(+114.30%),0.55,GSK,-0.50
MAY 15 25 Call,-33,OAS150515C00025000,13,(-47.60%),(-71.70%),0.55,OAS,-0.50
DEC 14 45 Call,-95,CYBR141220C00045000,256,(-47.40%),(-27.10%),1.00,CYBR,-0.90
DEC 14 17.5 Call,+203,SCS141220C00017500,203,(-47.10%),0.00%,0.45,SCS,-0.40
DEC 14 20 Call,"-1,988",KN141220C00020000,25,(-46.90%),(-98.80%),0.85,KN,-0.75
DEC 14 102 Call,+33,UNH141220C00102000,97,(-46.90%),(+51.60%),0.51,UNH,-0.45
DEC 14 13 Call,+33,NYT141220C00013000,33,(-46.70%),0.00%,0.40,NYT,-0.35
DEC 14 90 Call,+17,BG141220C00090000,18,(-46.50%),(+1700.00%),1.15,BG,-1.00
DEC 14 52 Call,-13,TBT141220C00052000,165,(-46.40%),(-7.30%),0.30,TBT,-0.26
DEC 14 33.5 Call,+87,GM141220C00033500,112,(-46.30%),(+348.00%),0.29,GM,-0.25
MAR 15 70 Call,+40,GMT150320C00070000,40,(-46.20%),0.00%,1.05,GMT,-0.90
DEC 14 20 Call,+155,P141220C00020000,159,(-46.20%),(+3875.00%),0.28,P,-0.24
DEC 14 20.5 Call,-134,RIG141220C00020500,32,(-46.00%),(-80.70%),0.34,RIG,-0.29
MAY 15 35 Call,+12,ZLTQ150515C00035000,22,(-45.90%),(+120.00%),2.00,ZLTQ,-1.70
DEC 14 121 Call,+26,BABA141220C00121000,26,(-45.50%),0.00%,0.30,BABA,-0.25
DEC 14 30 Call,-130,NRG141220C00030000,849,(-45.50%),(-13.30%),0.30,NRG,-0.25
DEC 14 165 Call,+31,PNRA141220C00165000,36,(-45.20%),(+620.00%),1.70,PNRA,-1.40
DEC 14 125 Call,+7,KSU141220C00125000,16,(-45.00%),(+77.80%),0.55,KSU,-0.45
DEC 14 32.75 Call,+380,DO141220C00032750,395,(-44.80%),(+2533.30%),0.48,DO,-0.39
DEC 14 118 Call,-184,CVX141220C00118000,174,(-44.80%),(-51.40%),0.32,CVX,-0.26
DEC 14 390 Call,+39,NFLX141220C00390000,80,(-44.80%),(+95.10%),0.37,NFLX,-0.30
DEC 14 200 Call,+343,CP141220C00200000,661,(-44.70%),(+107.90%),2.10,CP,-1.70
